resume_index,actual_job_role,rank,recommended_job_role,semantic_similarity
5330,Cybersecurity Analyst,2,Security Engineer,46.11
5330,Cybersecurity Analyst,3,Cybersecurity Analyst,43.34
5330,Cybersecurity Analyst,4,Security Guard,42.32
5330,Cybersecurity Analyst,5,Cybersecurity Specialist,37.65
5331,Database Administrator,1,Cassandra Developer,51.76
5331,Database Administrator,2,MongoDB Developer,41.87
5331,Database Administrator,3,Data Engineer,41.79
5331,Database Administrator,4,Cloud Architect,41.76
5331,Database Administrator,5,Hadoop Developer,40.6
5332,Compliance Officer,1,Compliance Officer,52.07
5332,Compliance Officer,2,Audit Manager,45.62
5332,Compliance Officer,3,Business Development Manager,43.55
5332,Compliance Officer,4,Quality Assurance Manager,40.73
5332,Compliance Officer,5,Business Analyst,39.35
5333,Technical Account Manager,1,IT Project Manager,46.9
5333,Technical Account Manager,2,Learning & Development Manager,46.42
5333,Technical Account Manager,3,Project Engineer,46.28
5333,Technical Account Manager,4,Software Engineer,45.52
5333,Technical Account Manager,5,Project Manager,44.54
5334,Automotive Engineer,1,Automotive Engineer,59.33
5334,Automotive Engineer,2,Software Test Engineer,49.11
5334,Automotive Engineer,3,Solutions Engineer,43.77
5334,Automotive Engineer,4,Civil Engineer,42.33
5334,Automotive Engineer,5,Software Engineer,40.72
5335,Oracle DBA,1,Oracle Applications Developer,58.57
5335,Oracle DBA,2,Oracle DBA,54.34
5335,Oracle DBA,3,Database Administrator,45.79
5335,Oracle DBA,4,Software Engineer,44.54
5335,Oracle DBA,5,Data Engineer,43.4
5336,Security Engineer,1,Security Engineer,59.64
5336,Security Engineer,2,Cybersecurity Specialist,53.51
5336,Security Engineer,3,Cybersecurity Analyst,50.82
5336,Security Engineer,4,Compliance Officer,50.71
5336,Security Engineer,5,Software Engineer,49.54
5337,Content Creator,1,Instructional Designer,43.1
5337,Content Creator,2,Social Media Content Creator,39.08
5337,Content Creator,3,Content Creator,38.79
5337,Content Creator,4,TypeScript Developer,38.54
5337,Content Creator,5,Technical Writer,36.28
5338,Spark Developer,1,Spark Developer,58.3
5338,Spark Developer,2,Data Engineer,50.9
5338,Spark Developer,3,Hadoop Developer,50.83
5338,Spark Developer,4,Data Scientist,49.58
5338,Spark Developer,5,Scala Developer,46.55
5339,Sports Agent,1,Pre-Sales Engineer,47.46
5339,Sports Agent,2,Marketing Manager,46.12
5339,Sports Agent,3,Sales Associate,45.89
5339,Sports Agent,4,Email Marketing Specialist,44.79
5339,Sports Agent,5,Marketing Director,42.97
5340,Graphic Designer,1,Instructional Designer,45.53
5340,Graphic Designer,2,Content Marketing Manager,44.38
5340,Graphic Designer,3,Digital Marketing Manager,40.78
5340,Graphic Designer,4,UX Designer,40.6
5340,Graphic Designer,5,Learning & Development Manager,40.16
5341,Pilot,1,Strategy Consultant,46.22
5341,Pilot,2,Pilot,45.87
5341,Pilot,3,Safety Engineer,44.9
5341,Pilot,4,Security Engineer,41.07
5341,Pilot,5,Aerospace Engineer,39.33
5342,IoT Engineer,1,IoT Engineer,49.8
5342,IoT Engineer,2,Embedded Systems Engineer,49.57
5342,IoT Engineer,3,IT Field Technician,46.69
5342,IoT Engineer,4,Network Engineer,45.42
5342,IoT Engineer,5,Electronics Engineer,45.04
5343,Business Consultant,1,Business Development Manager,51.13
5343,Business Consultant,2,Solution Architect,49.92
5343,Business Consultant,3,Learning & Development Manager,49.7
5343,Business Consultant,4,Machine Learning Engineer,48.97
5343,Business Consultant,5,Solutions Engineer,47.46
5344,Video Editor,1,Instructional Designer,44.07
5344,Video Editor,2,Videographer,42.53
5344,Video Editor,3,Learning & Development Manager,39.5
5344,Video Editor,4,Sound Engineer,38.31
5344,Video Editor,5,Video Editor,37.12
5345,Shopify Developer,1,Jupyter Developer,50.4
5345,Shopify Developer,2,Data Engineer,47.6
5345,Shopify Developer,3,Solutions Engineer,46.31
5345,Shopify Developer,4,Pre-Sales Engineer,44.95
5345,Shopify Developer,5,Electronics Engineer,44.03
5346,Police Officer,1,Safety Engineer,41.53
5346,Police Officer,2,Security Engineer,37.09
5346,Police Officer,3,Machine Learning Engineer,36.55
5346,Police Officer,4,Software Engineer,35.54
5346,Police Officer,5,Learning & Development Manager,35.33
5347,Cybersecurity Specialist,1,Security Tester,56.09
5347,Cybersecurity Specialist,2,Security Engineer,55.44
5347,Cybersecurity Specialist,3,Cybersecurity Analyst,48.99
5347,Cybersecurity Specialist,4,Security Guard,44.98
5347,Cybersecurity Specialist,5,Cybersecurity Specialist,44.46
5348,Automotive Engineer,1,Automotive Engineer,60.23
5348,Automotive Engineer,2,Software Test Engineer,50.0
5348,Automotive Engineer,3,Solutions Engineer,45.0
5348,Automotive Engineer,4,QA Engineer,44.18
5348,Automotive Engineer,5,Civil Engineer,44.01
5349,Agricultural Engineer,1,Agricultural Engineer,61.35
5349,Agricultural Engineer,2,Solutions Engineer,51.88
5349,Agricultural Engineer,3,Embedded Systems Engineer,46.33
5349,Agricultural Engineer,4,Project Engineer,46.15
5349,Agricultural Engineer,5,QA Engineer,45.21
5350,Rust Developer,1,Software Engineer,51.66
5350,Rust Developer,2,Software Test Engineer,50.04
5350,Rust Developer,3,Data Engineer,49.01
5350,Rust Developer,4,Rust Developer,48.8
5350,Rust Developer,5,Safety Engineer,47.75
5351,Email Marketing Specialist,1,Email Marketing Specialist,49.17
5351,Email Marketing Specialist,2,Software Test Engineer,47.66
5351,Email Marketing Specialist,3,Digital Marketing Manager,46.13
5351,Email Marketing Specialist,4,Business Development Manager,44.32
5351,Email Marketing Specialist,5,BI Developer,43.58
5352,Legal Secretary,1,Legal Secretary,55.48
5352,Legal Secretary,2,Law Clerk,45.26
5352,Legal Secretary,3,Compliance Officer,43.89
5352,Legal Secretary,4,Administrative Assistant,43.67
5352,Legal Secretary,5,Executive Assistant,37.13
5353,Fitness Manager,1,Scrum Master,45.86
5353,Fitness Manager,2,Marketing Manager,43.26
5353,Fitness Manager,3,Management Consultant,42.85
5353,Fitness Manager,4,Learning & Development Manager,42.72
5353,Fitness Manager,5,Product Marketing Manager,41.78
5354,Microbiologist,1,Microbiologist,46.38
5354,Microbiologist,2,Academic Data Analyst,44.48
5354,Microbiologist,3,Laboratory Manager,44.39
5354,Microbiologist,4,SEO Specialist,44.09
5354,Microbiologist,5,Data Scientist,42.43
5355,Spark Developer,1,Spark Developer,56.21
5355,Spark Developer,2,Data Engineer,51.31
5355,Spark Developer,3,Scala Developer,50.14
5355,Spark Developer,4,Data Scientist,47.22
5355,Spark Developer,5,Analytics Engineer,45.22
5356,Jupyter Developer,1,Jupyter Developer,53.21
5356,Jupyter Developer,2,Python Developer,43.77
5356,Jupyter Developer,3,Data Engineer,40.0
5356,Jupyter Developer,4,Academic Data Analyst,39.58
5356,Jupyter Developer,5,Data Scientist,39.44
5357,Data Engineer,1,Spark Developer,63.17
5357,Data Engineer,2,Hadoop Developer,62.45
5357,Data Engineer,3,Data Engineer,57.76
5357,Data Engineer,4,Data Scientist,52.21
5357,Data Engineer,5,DevOps Engineer,46.7
5358,QA Engineer,1,QA Engineer,44.05
5358,QA Engineer,2,Vue Developer,41.92
5358,QA Engineer,3,Software Test Engineer,41.01
5358,QA Engineer,4,Security Tester,38.26
5358,QA Engineer,5,DevOps Engineer,37.44
5359,Security Tester,1,Cybersecurity Analyst,62.02
5359,Security Tester,2,Security Engineer,61.03
5359,Security Tester,3,Cybersecurity Specialist,57.11
5359,Security Tester,4,Security Tester,54.05
5359,Security Tester,5,Software Test Engineer,52.28
5360,Event Coordinator,1,Management Consultant,51.24
5360,Event Coordinator,2,Event Coordinator,50.07
5360,Event Coordinator,3,Learning & Development Manager,46.46
5360,Event Coordinator,4,Business Development Manager,45.47
5360,Event Coordinator,5,Software Architect,43.67
5361,Joomla Developer,1,Joomla Developer,51.76
5361,Joomla Developer,2,Data Engineer,48.06
5361,Joomla Developer,3,Web Designer,46.58
5361,Joomla Developer,4,Data Scientist,45.89
5361,Joomla Developer,5,Magento Developer,44.52
5362,Cloud Architect,1,Security Engineer,41.85
5362,Cloud Architect,2,Cloud Architect,41.29
5362,Cloud Architect,3,QA Engineer,38.9
5362,Cloud Architect,4,Solutions Engineer,38.41
5362,Cloud Architect,5,Security Tester,37.59
5363,Environmental Scientist,1,Environmental Engineer,61.14
5363,Environmental Scientist,2,Sustainability Consultant,51.75
5363,Environmental Scientist,3,Environmental Scientist,51.53
5363,Environmental Scientist,4,Software Engineer,40.46
5363,Environmental Scientist,5,Project Engineer,39.96
5364,SOC Analyst,1,Cybersecurity Analyst,60.38
5364,SOC Analyst,2,Cybersecurity Specialist,59.06
5364,SOC Analyst,3,Security Engineer,54.78
5364,SOC Analyst,4,TypeScript Developer,45.38
5364,SOC Analyst,5,Security Guard,43.19
5365,Training Specialist,1,Instructional Designer,50.62
5365,Training Specialist,2,Software Engineer,42.53
5365,Training Specialist,3,TypeScript Developer,41.69
5365,Training Specialist,4,Learning & Development Manager,40.71
5365,Training Specialist,5,Web Designer,38.39
5366,Public Administrator,1,Strategy Consultant,50.34
5366,Public Administrator,2,Policy Advisor,45.19
5366,Public Administrator,3,Government Analyst,44.99
5366,Public Administrator,4,Management Consultant,43.25
5366,Public Administrator,5,Budget Analyst,42.38
5367,C++ Developer,1,Software Engineer,51.79
5367,C++ Developer,2,Software Test Engineer,49.02
5367,C++ Developer,3,Data Engineer,46.26
5367,C++ Developer,4,Solutions Engineer,45.64
5367,C++ Developer,5,Web Designer,43.38
5368,Coach,1,Athletic Trainer,43.31
5368,Coach,2,Training Manager,40.83
5368,Coach,3,Scrum Master,40.17
5368,Coach,4,Coach,39.55
5368,Coach,5,Instructional Designer,39.09
5369,Hadoop Developer,1,Hadoop Developer,57.76
5369,Hadoop Developer,2,Data Scientist,47.49
5369,Hadoop Developer,3,Data Engineer,47.15
5369,Hadoop Developer,4,Spark Developer,42.36
5369,Hadoop Developer,5,Cloud Architect,40.31
5370,Botanist,1,Agricultural Engineer,51.33
5370,Botanist,2,Data Engineer,50.54
5370,Botanist,3,Data Scientist,47.28
5370,Botanist,4,Solutions Engineer,45.52
5370,Botanist,5,Academic Data Analyst,45.36
5371,Judge,1,Paralegal,49.87
5371,Judge,2,Corporate Lawyer,47.89
5371,Judge,3,Lawyer,45.22
5371,Judge,4,Management Consultant,43.46
5371,Judge,5,Legal Secretary,42.77
5372,Receptionist,1,Cassandra Developer,41.42
5372,Receptionist,2,IT Field Technician,39.25
5372,Receptionist,3,Executive Assistant,36.65
5372,Receptionist,4,IT Help Desk Technician,36.0
5372,Receptionist,5,Customer Success Manager,35.93
5373,Software Engineer,1,Software Engineer,60.16
5373,Software Engineer,2,Software Test Engineer,53.15
5373,Software Engineer,3,Data Engineer,50.71
5373,Software Engineer,4,Machine Learning Engineer,49.46
5373,Software Engineer,5,Software Architect,47.73
5374,Mobile Developer Android,1,Software Engineer,49.39
5374,Mobile Developer Android,2,Kotlin Developer,44.96
5374,Mobile Developer Android,3,Mobile Developer Android,44.92
5374,Mobile Developer Android,4,Software Architect,43.61
5374,Mobile Developer Android,5,Software Test Engineer,41.62
5375,Cloud Architect,1,Cloud Architect,45.12
5375,Cloud Architect,2,Security Engineer,41.61
5375,Cloud Architect,3,Security Tester,39.82
5375,Cloud Architect,4,PHP Developer,37.37
5375,Cloud Architect,5,Learning & Development Manager,36.37
5376,Procurement Manager,1,Procurement Manager,46.35
5376,Procurement Manager,2,Strategy Consultant,46.04
5376,Procurement Manager,3,Business Development Manager,44.43
5376,Procurement Manager,4,Business Consultant,43.59
5376,Procurement Manager,5,Compliance Officer,42.57
5377,Editor,1,Content Marketing Manager,45.74
5377,Editor,2,Social Media Manager,40.38
5377,Editor,3,Learning & Development Manager,40.26
5377,Editor,4,Software Engineer,38.71
5377,Editor,5,Digital Marketing Manager,38.02
5378,Server,1,Management Consultant,44.82
5378,Server,2,Solution Architect,42.71
5378,Server,3,Angular Developer,42.09
5378,Server,4,Learning & Development Manager,41.68
5378,Server,5,Solutions Engineer,41.31
5379,Tour Guide,1,Software Test Engineer,43.93
5379,Tour Guide,2,PHP Developer,39.04
5379,Tour Guide,3,Oracle Applications Developer,38.99
5379,Tour Guide,4,Solutions Engineer,38.52
5379,Tour Guide,5,Data Engineer,36.89
5380,Social Worker,1,Social Worker,57.7
5380,Social Worker,2,Social Media Manager,46.35
5380,Social Worker,3,Community Outreach Coordinator,43.76
5380,Social Worker,4,Scrum Master,43.41
5380,Social Worker,5,Management Consultant,42.3
5381,Content Creator,1,Software Engineer,39.53
5381,Content Creator,2,Social Media Content Creator,39.53
5381,Content Creator,3,Content Creator,39.0
5381,Content Creator,4,Network Engineer,38.45
5381,Content Creator,5,Python Developer,38.4
5382,Structural Engineer,1,MongoDB Developer,56.01
5382,Structural Engineer,2,Analytics Engineer,46.61
5382,Structural Engineer,3,Structural Engineer,45.91
5382,Structural Engineer,4,Software Architect,44.59
5382,Structural Engineer,5,Data Engineer,42.55
5383,Judge,1,Corporate Lawyer,43.04
5383,Judge,2,Lawyer,39.27
5383,Judge,3,Paralegal,38.17
5383,Judge,4,Law Clerk,36.76
5383,Judge,5,Legal Secretary,34.56
5384,Corporate Lawyer,1,Corporate Lawyer,46.61
5384,Corporate Lawyer,2,Law Clerk,42.68
5384,Corporate Lawyer,3,Software Engineer,41.41
5384,Corporate Lawyer,4,Technical Writer,40.11
5384,Corporate Lawyer,5,Software Test Engineer,39.48
5385,Java Backend Developer,1,Agricultural Engineer,42.13
5385,Java Backend Developer,2,Embedded Systems Engineer,40.07
5385,Java Backend Developer,3,QA Engineer,39.37
5385,Java Backend Developer,4,Data Engineer,38.9
5385,Java Backend Developer,5,Solutions Engineer,38.86
5386,Botanist,1,Scrum Master,43.77
5386,Botanist,2,Sustainability Consultant,41.41
5386,Botanist,3,Learning & Development Manager,40.75
5386,Botanist,4,Agricultural Engineer,38.97
5386,Botanist,5,Environmental Engineer,37.69
5387,Personal Trainer,1,Training Manager,44.57
5387,Personal Trainer,2,Athletic Trainer,43.87
5387,Personal Trainer,3,Training Specialist,43.63
5387,Personal Trainer,4,Instructional Designer,40.99
5387,Personal Trainer,5,Fitness Manager,37.14
5388,Nail Technician,1,Nail Technician,52.1
5388,Nail Technician,2,Compliance Officer,38.39
5388,Nail Technician,3,Quality Assurance Manager,36.87
5388,Nail Technician,4,Management Consultant,36.44
5388,Nail Technician,5,Community Outreach Coordinator,35.46
5389,CMO,1,Marketing Manager,46.72
5389,CMO,2,Business Development Manager,46.39
5389,CMO,3,Chief Marketing Officer,45.93
5389,CMO,4,Product Marketing Manager,43.88
5389,CMO,5,Learning & Development Manager,43.46
5390,Teacher,1,Learning & Development Manager,50.68
5390,Teacher,2,Business Development Manager,40.75
5390,Teacher,3,Software Engineer,40.32
5390,Teacher,4,Instructional Designer,40.2
5390,Teacher,5,Software Test Engineer,38.65
5391,Welder,1,Welder,47.9
5391,Welder,2,Safety Engineer,47.45
5391,Welder,3,IT Field Technician,46.48
5391,Welder,4,Pre-Sales Engineer,45.07
5391,Welder,5,Security Engineer,44.68
5392,Electrical Utilities Manager,1,Safety Engineer,51.09
5392,Electrical Utilities Manager,2,Electrical Engineer,47.5
5392,Electrical Utilities Manager,3,Solutions Engineer,45.8
5392,Electrical Utilities Manager,4,Electrician,45.45
5392,Electrical Utilities Manager,5,Learning & Development Manager,44.24
5393,Loss Prevention Manager,1,Security Engineer,46.92
5393,Loss Prevention Manager,2,Cloud Architect,46.19
5393,Loss Prevention Manager,3,Cybersecurity Specialist,44.21
5393,Loss Prevention Manager,4,Analytics Engineer,43.45
5393,Loss Prevention Manager,5,Cybersecurity Analyst,43.42
5394,Dairy Manager,1,Livestock Manager,54.15
5394,Dairy Manager,2,Agricultural Engineer,50.31
5394,Dairy Manager,3,Farm Manager,49.74
5394,Dairy Manager,4,Dairy Manager,48.07
5394,Dairy Manager,5,Learning & Development Manager,47.4
5395,Hairstylist,1,Strategy Consultant,42.52
5395,Hairstylist,2,Management Consultant,40.67
5395,Hairstylist,3,IT Consultant,40.15
5395,Hairstylist,4,Scrum Master,39.18
5395,Hairstylist,5,Solutions Engineer,39.16
5396,Salesforce Administrator,1,Compliance Officer,51.43
5396,Salesforce Administrator,2,Salesforce Administrator,48.74
5396,Salesforce Administrator,3,Systems Administrator,45.89
5396,Salesforce Administrator,4,Website Administrator,45.89
5396,Salesforce Administrator,5,Administrative Assistant,43.68
5397,Botanist,1,Solutions Engineer,49.22
5397,Botanist,2,Project Engineer,48.54
5397,Botanist,3,Agricultural Engineer,48.17
5397,Botanist,4,Data Engineer,48.12
5397,Botanist,5,Software Engineer,47.15
5398,HR Manager,1,Compliance Officer,46.88
5398,HR Manager,2,Compensation & Benefits Manager,46.43
5398,HR Manager,3,Oracle Applications Developer,44.02
5398,HR Manager,4,Tableau Specialist,42.63
5398,HR Manager,5,Sales Associate,42.43
5399,Landscape Architect,1,Landscape Architect,49.91
5399,Landscape Architect,2,Software Test Engineer,46.98
5399,Landscape Architect,3,Software Engineer,45.23
5399,Landscape Architect,4,Software Architect,43.37
5399,Landscape Architect,5,Instructional Designer,42.86
5400,Redis Developer,1,Data Engineer,45.48
5400,Redis Developer,2,Data Scientist,42.19
5400,Redis Developer,3,SAS Programmer,41.82
5400,Redis Developer,4,Software Engineer,41.75
5400,Redis Developer,5,Software Test Engineer,40.8
5401,Quality Assurance Manager,1,Security Engineer,57.49
5401,Quality Assurance Manager,2,Solutions Engineer,54.29
5401,Quality Assurance Manager,3,QA Engineer,52.04
5401,Quality Assurance Manager,4,Data Engineer,49.6
5401,Quality Assurance Manager,5,Quality Assurance Manager,49.19
5402,Business Analyst,1,Oracle Applications Developer,44.2
5402,Business Analyst,2,Data Engineer,43.91
5402,Business Analyst,3,Software Engineer,42.8
5402,Business Analyst,4,Software Test Engineer,41.12
5402,Business Analyst,5,SAP Developer,41.03
5403,Call Center Manager,1,Scrum Master,36.81
5403,Call Center Manager,2,Learning & Development Manager,36.47
5403,Call Center Manager,3,Strategy Consultant,33.64
5403,Call Center Manager,4,Software Test Engineer,33.21
5403,Call Center Manager,5,Cassandra Developer,32.83
5404,Park Ranger,1,Environmental Engineer,52.0
5404,Park Ranger,2,Sustainability Consultant,46.33
5404,Park Ranger,3,Environmental Scientist,44.14
5404,Park Ranger,4,Conservation Officer,43.95
5404,Park Ranger,5,Strategy Consultant,43.4
5405,Welder,1,Safety Engineer,52.92
5405,Welder,2,IT Field Technician,48.6
5405,Welder,3,Security Engineer,48.37
5405,Welder,4,Technical Writer,46.05
5405,Welder,5,Network Engineer,45.69
5406,Visual Merchandiser,1,Instructional Designer,41.85
5406,Visual Merchandiser,2,Strategy Consultant,38.59
5406,Visual Merchandiser,3,Scrum Master,38.43
5406,Visual Merchandiser,4,Software Architect,37.0
5406,Visual Merchandiser,5,IT Consultant,36.86
5407,IT Field Technician,1,Solutions Engineer,46.06
5407,IT Field Technician,2,Embedded Systems Engineer,45.73
5407,IT Field Technician,3,IT Consultant,43.58
5407,IT Field Technician,4,Solution Architect,43.08
5407,IT Field Technician,5,QA Engineer,42.22
5408,Performance Tester,1,Software Test Engineer,56.74
5408,Performance Tester,2,Analytics Engineer,50.57
5408,Performance Tester,3,Data Engineer,49.35
5408,Performance Tester,4,Solutions Engineer,47.75
5408,Performance Tester,5,Ruby Developer,46.06
5409,IT Field Technician,1,Data Engineer,45.24
5409,IT Field Technician,2,Network Engineer,44.72
5409,IT Field Technician,3,Solutions Engineer,43.29
5409,IT Field Technician,4,Cassandra Developer,42.67
5409,IT Field Technician,5,Python Developer,42.63
5410,Ship Captain,1,Compliance Officer,46.59
5410,Ship Captain,2,Safety Engineer,41.71
5410,Ship Captain,3,Security Engineer,37.76
5410,Ship Captain,4,Ship Captain,37.37
5410,Ship Captain,5,Solutions Engineer,37.22
5411,Perl Developer,1,Software Engineer,53.78
5411,Perl Developer,2,Data Engineer,49.26
5411,Perl Developer,3,Software Test Engineer,47.7
5411,Perl Developer,4,Software Architect,47.21
5411,Perl Developer,5,Web Designer,46.98
5412,Enterprise Architect,1,Enterprise Architect,56.82
5412,Enterprise Architect,2,Security Engineer,52.08
5412,Enterprise Architect,3,Software Architect,49.38
5412,Enterprise Architect,4,Software Engineer,46.75
5412,Enterprise Architect,5,DevOps Engineer,45.91
5413,Swift Developer,1,Software Engineer,54.69
5413,Swift Developer,2,Security Engineer,53.46
5413,Swift Developer,3,Swift Developer,52.56
5413,Swift Developer,4,Salesforce Developer,51.58
5413,Swift Developer,5,Mobile Developer iOS,51.35
5414,Counselor,1,Counselor,54.52
5414,Counselor,2,Management Consultant,45.07
5414,Counselor,3,Occupational Therapist,42.28
5414,Counselor,4,Massage Therapist,41.31
5414,Counselor,5,Community Outreach Coordinator,40.26
5415,Warehouse Manager,1,Warehouse Manager,55.78
5415,Warehouse Manager,2,Logistics Manager,52.58
5415,Warehouse Manager,3,Operations Manager,47.98
5415,Warehouse Manager,4,Learning & Development Manager,47.41
5415,Warehouse Manager,5,Business Development Manager,46.99
5416,Data Engineer,1,Data Engineer,60.82
5416,Data Engineer,2,Spark Developer,58.35
5416,Data Engineer,3,Data Scientist,57.97
5416,Data Engineer,4,Hadoop Developer,54.92
5416,Data Engineer,5,Data Analyst,51.15
5417,Cassandra Developer,1,Cassandra Developer,63.56
5417,Cassandra Developer,2,Data Engineer,43.24
5417,Cassandra Developer,3,Software Architect,42.51
5417,Cassandra Developer,4,Analytics Engineer,41.75
5417,Cassandra Developer,5,Data Scientist,40.95
5418,Environmental Engineer,1,Environmental Engineer,55.65
5418,Environmental Engineer,2,Sustainability Consultant,45.11
5418,Environmental Engineer,3,Software Engineer,39.37
5418,Environmental Engineer,4,Solutions Engineer,38.86
5418,Environmental Engineer,5,Project Engineer,38.12
5419,HR Manager,1,HR Operations Manager,47.53
5419,HR Manager,2,HR Consultant,46.83
5419,HR Manager,3,Compliance Officer,46.37
5419,HR Manager,4,HR Manager,46.34
5419,HR Manager,5,Compensation & Benefits Manager,45.74
5420,Fitness Manager,1,Fitness Manager,57.89
5420,Fitness Manager,2,Training Manager,48.46
5420,Fitness Manager,3,Athletic Trainer,47.64
5420,Fitness Manager,4,Training Specialist,41.36
5420,Fitness Manager,5,Talent Acquisition Specialist,37.82
5421,Dairy Manager,1,Livestock Manager,56.99
5421,Dairy Manager,2,Farm Manager,51.1
5421,Dairy Manager,3,Agricultural Engineer,49.69
5421,Dairy Manager,4,Dairy Manager,49.33
5421,Dairy Manager,5,Learning & Development Manager,43.99
5422,Ruby Developer,1,Ruby Developer,50.18
5422,Ruby Developer,2,React Developer,48.25
5422,Ruby Developer,3,Data Engineer,48.09
5422,Ruby Developer,4,Salesforce Developer,47.97
5422,Ruby Developer,5,Web Designer,47.95
5423,Law Clerk,1,Law Clerk,45.59
5423,Law Clerk,2,Corporate Lawyer,42.6
5423,Law Clerk,3,Lawyer,42.29
5423,Law Clerk,4,Paralegal,41.16
5423,Law Clerk,5,Legal Secretary,36.25
5424,DevSecOps Engineer,1,Security Engineer,58.34
5424,DevSecOps Engineer,2,Security Tester,54.12
5424,DevSecOps Engineer,3,Security Guard,52.03
5424,DevSecOps Engineer,4,DevOps Engineer,48.18
5424,DevSecOps Engineer,5,Cybersecurity Specialist,47.84
5425,Restaurant Manager,1,Restaurant Manager,45.42
5425,Restaurant Manager,2,Marketing Manager,42.56
5425,Restaurant Manager,3,Customer Success Manager,38.76
5425,Restaurant Manager,4,Chief Marketing Officer,38.74
5425,Restaurant Manager,5,Retail Manager,37.64
5426,Surgeon,1,Medical Technologist,46.1
5426,Surgeon,2,Training Specialist,43.8
5426,Surgeon,3,Technical Support Specialist,42.13
5426,Surgeon,4,Healthcare Administrator,40.93
5426,Surgeon,5,Surgeon,40.27
5427,Mechanical Engineer,1,QA Engineer,53.36
5427,Mechanical Engineer,2,Mechanical Engineer,52.91
5427,Mechanical Engineer,3,Solutions Engineer,49.82
5427,Mechanical Engineer,4,Automotive Engineer,48.72
5427,Mechanical Engineer,5,Civil Engineer,46.41
5428,HVAC Technician,1,HVAC Technician,52.61
5428,HVAC Technician,2,Security Engineer,47.27
5428,HVAC Technician,3,Solutions Engineer,46.62
5428,HVAC Technician,4,Data Engineer,44.05
5428,HVAC Technician,5,QA Engineer,43.36
5429,Blockchain Developer,1,Blockchain Developer,54.03
5429,Blockchain Developer,2,Python Developer,38.63
5429,Blockchain Developer,3,Data Scientist,38.58
5429,Blockchain Developer,4,Software Engineer,37.67
5429,Blockchain Developer,5,Ethical Hacker,37.58
5430,Producer,1,Software Engineer,50.78
5430,Producer,2,Marketing Manager,49.89
5430,Producer,3,Business Development Manager,49.85
5430,Producer,4,Marketing Director,48.16
5430,Producer,5,Management Consultant,47.42
5431,Shell Script Developer,1,Shell Script Developer,45.51
5431,Shell Script Developer,2,DevOps Engineer,44.82
5431,Shell Script Developer,3,Software Engineer,43.97
5431,Shell Script Developer,4,Data Engineer,43.55
5431,Shell Script Developer,5,Oracle Applications Developer,43.32
5432,Warehouse Manager,1,Logistics Manager,67.55
5432,Warehouse Manager,2,Warehouse Manager,61.37
5432,Warehouse Manager,3,Supply Chain Manager,52.73
5432,Warehouse Manager,4,Business Development Manager,51.8
5432,Warehouse Manager,5,HR Operations Manager,51.05
5433,Esthetician,1,IT Consultant,44.0
5433,Esthetician,2,Instructional Designer,43.93
5433,Esthetician,3,Business Consultant,42.35
5433,Esthetician,4,Management Consultant,42.28
5433,Esthetician,5,Training Specialist,42.04
5434,Personal Trainer,1,Training Manager,42.63
5434,Personal Trainer,2,Training Specialist,41.02
5434,Personal Trainer,3,Data Engineer,40.93
5434,Personal Trainer,4,Tableau Specialist,40.72
5434,Personal Trainer,5,IT Field Technician,39.76
5435,AI/ML Specialist,1,Machine Learning Engineer,59.12
5435,AI/ML Specialist,2,Learning & Development Manager,52.28
5435,AI/ML Specialist,3,Data Engineer,51.15
5435,AI/ML Specialist,4,Software Engineer,50.18
5435,AI/ML Specialist,5,Data Scientist,50.04
5436,Nursing Manager,1,Nursing Manager,56.61
5436,Nursing Manager,2,Nurse,47.11
5436,Nursing Manager,3,Learning & Development Manager,44.84
5436,Nursing Manager,4,Registered Nurse,44.31
5436,Nursing Manager,5,Management Consultant,43.43
5437,Office Manager,1,Administrative Assistant,46.61
5437,Office Manager,2,Executive Assistant,46.2
5437,Office Manager,3,Learning & Development Manager,44.36
5437,Office Manager,4,Management Consultant,44.04
5437,Office Manager,5,Office Manager,42.73
5438,Marketing Director,1,Marketing Manager,55.94
5438,Marketing Director,2,Product Marketing Manager,51.92
5438,Marketing Director,3,Strategy Consultant,51.2
5438,Marketing Director,4,Management Consultant,49.78
5438,Marketing Director,5,Chief Marketing Officer,46.59
5439,Physician,1,Medical Technologist,41.73
5439,Physician,2,Clinical Data Manager,39.97
5439,Physician,3,Physician,39.55
5439,Physician,4,Psychologist,39.15
5439,Physician,5,Nurse,36.5
5440,Hairstylist,1,Pre-Sales Engineer,45.09
5440,Hairstylist,2,Instructional Designer,42.67
5440,Hairstylist,3,Chief Marketing Officer,42.32
5440,Hairstylist,4,Email Marketing Specialist,42.07
5440,Hairstylist,5,Talent Acquisition Specialist,40.14
5441,AI/ML Specialist,1,Machine Learning Engineer,58.55
5441,AI/ML Specialist,2,AI/ML Specialist,50.32
5441,AI/ML Specialist,3,Learning & Development Manager,50.01
5441,AI/ML Specialist,4,Software Engineer,48.03
5441,AI/ML Specialist,5,Data Scientist,46.78
5442,Technical Account Manager,1,Software Engineer,50.61
5442,Technical Account Manager,2,Data Engineer,47.38
5442,Technical Account Manager,3,Management Consultant,46.15
5442,Technical Account Manager,4,SAS Programmer,44.72
5442,Technical Account Manager,5,Technical Account Manager,44.71
5443,Sales Manager,1,Pre-Sales Engineer,48.17
